등급,이름,타입,직업,포격,충파,지원,백병,박물,심미,척후,보급,구매,판매,협상,교환,Lv 10 직업 효과,Lv 10 직업 효과,Lv 30 인물 효과,Lv 30 인물 효과,LV 50 직업 효과,LV 50 직업 효과,LV 70 인물 효과,LV 70 인물 효과,잠재 효과 1,잠재 효과 2,인연 연대기 추가 효과 1,인연 연대기 추가 효과 2,교전 기술 LV 1,교전 기술 LV 50,인연 연대기 추가 기술
C,에드먼드 하비,교역,보석상,5,9,7,3,11,13,17,14,16,10,37,12,충파 공격력 증가,보석 거래 전문,기호품 거래 우대,심해 튼튼한 로프,귀금속 거래 전문,보석 구매 할인,포격 치명타 발생 증가,보석 판매 할증,보석 거래 달인,이동 억제 충파,,,수리: 소규모,충파: 실명 유발,
C,에르난도 데소토,모험,위생사,7,3,9,5,12,14,14,34,18,10,14,14,포격 회피 증가,고양이 애호,조미료 거래 우대,중독 포격,쥐 해소,빗물 모으기,치명적인 포격,불면증 해소,생물 채집,시작 시 상태이상 추가 제거,,,의술: 단일 대상,충파: 중독 유발,
C,에스테반 페론,교역,협상가,9,3,7,5,11,12,17,14,16,11,37,10,포격 회피 증가,기호품 거래 전문,흥정의 기술,기호품 거래 우대,향수병 해소,기호품 구매 할인,중독 시 보호 발동,기호품 판매 할증,탁월한 협상,매혹적인 제안,,,회피 증가,백병: 포탄 약탈,
C,엘리자베스 바튼,모험,상담사,5,7,9,3,12,13,16,32,16,17,14,10,백병 회피 증가,싸움 해소,식료품 거래 우대,육분의 활용,향수병 해소,심리 상담,탐사의 기본,괴혈병 해소,관찰 채집,향신료 거래 달인,,,공격력 증가,의술: 단일 대상,
C,예르마크 티모페예비치,모험,지리학자,3,9,7,5,37,15,12,11,13,14,11,16,방어력 증가,가면을 쓴 약탈자,조미료 거래 우대,포격 봉쇄 포격,채집의 달인,부지런한 탐험가,치명적인 포격,심해 인양 전문가,채집의 명인,기호품 거래 달인,,,포격: 연막 유발,충파: 구속 유발,
C,요한 할레르,교역,가공상,5,7,9,3,13,16,15,10,14,14,12,30,수리 회복량 증가,공예품 거래 전문,잡화 거래 우대,무풍 해소,침수 해소,공예품 구매 할인,행동 전 명중 증폭,공예품 판매 할증,공예품 거래 달인,포격 피해 무효,,,공격력 감소,충파: 실명 유발,
C,우준 카이프,교역,잡화상,7,3,9,5,13,17,15,11,37,11,16,10,포격 방어력 증가,잡화 거래 전문,가축 거래 우대,탐험 물자 절약,수리 회복량 증가,잡화 구매 할인,치명적인 충파,잡화 판매 할증,잡화 거래 달인,매혹적인 제안,,,포격: 연막 유발,수리: 소규모,
C,월터 로런스,전투,수리공,15,13,33,10,11,12,15,17,8,7,5,3,수리 극대화 발생 증가,포격 공격력 증폭,흥정의 기술,중독 시 보호 발동,수리 회복량 증가,기술 봉쇄 포격,향수병 해소,피격 시 방어력 증폭,포격 방어력 증폭 심화,견고한 마음,,,수리: 대규모,치명타 발생 감소,
C,윌리엄 클라이브,전투,함포수,35,13,9,15,6,3,8,5,12,14,16,11,포격 공격력 증가,포격 공격력 증폭,염료 거래 우대,고립 시 포격 공격력 증폭,포격 방어력 증가,포격 방어력 증폭,심해 튼튼한 로프,이동 방해 포격,피격 시 포격 방어력 증폭,포격 치명타 피해 저항 증폭,,,포격: 섬광탄,포격: 싸움 유발,
C,율리안 페르메이르,전투,설계사,13,10,33,15,11,13,7,9,9,7,12,11,수리 회복량 증가,백병 공격력 증폭,직물 거래 우대,공격 시 포격 명중 하강,수리 극대화 회복량 증가,기술 봉쇄 백병,탐사의 기본,피격 시 포격 회피 증가,수리 회복량 증폭 심화,공격 시 포격 공격력 하락,,,수리: 소규모,백병: 연막 유발,
C,이사벨라 휘트니,교역,미술상,3,9,5,6,17,14,11,11,14,10,37,13,충파 방어력 증가,미술품 거래 전문,광석 거래 우대,탐사의 기본,정서불안 해소,미술품 구매 할인,치명적인 충파,미술품 판매 할증,미술품 거래 달인,다정한 협상,,,수리: 단일 대상,의술: 단일 대상,
C,이스테방 고메스,모험,조범수,8,3,7,5,16,33,12,12,12,17,14,14,방어력 증가,장애물 탐지,광석 거래 우대,세이렌 해소,암초 해소,능숙한 노 젓기,오염 해소,불면증 해소,노련한 돛 조종,조미료 거래 달인,,,회피 감소,충파: 화재 유발,
C,자가노스 베이,교역,약품상,3,5,9,7,11,13,17,13,12,30,16,13,의술 회복량 증가,의약품 거래 전문,조미료 거래 우대,의약품 거래 우대,전염병 해소,의약품 구매 할인,포격 명중 증가,의약품 판매 할증,의약품 거래 달인,흥정의 기법,,,치명타 발생 증가,백병 봉쇄,
C,자크 브룸,전투,일반의,10,13,33,15,13,14,17,10,6,5,3,9,의술 극대화 회복량 증가,백병 방어력 증폭,섬유 거래 우대,피격 전 방어력 증폭,의술 극대화 발생 증가,의술 회복량 증폭,채집 공부,피격 전 회피 증폭,의술 회복량 증폭 심화,공격 시 백병 공격력 하락,,,의술: 대규모,회피 감소,
C,잔 드샹탈,모험,위생사,7,3,9,5,12,14,14,33,18,9,14,14,포격 회피 증가,고양이 애호,조미료 거래 우대,공격 시 포격 회피 하강,쥐 해소,빗물 모으기,치명적인 포격,불면증 해소,전투적인 채집,천부적인 장사꾼,,,명중 감소,백병: 실명 유발,
C,장안순,전투,설계사,13,10,33,15,11,12,7,9,9,6,12,11,수리 회복량 증가,백병 공격력 증폭,향료 거래 우대,피격 시 백병 방어력 증가,수리 극대화 회복량 증가,기술 봉쇄 백병,채집 공부,수리 회복량 증폭,충파 방어력 증폭 심화,공격 시 충파 공격력 하락,,,수리: 대규모,백병: 실명 유발,
C,조너선 바넷,전투,조타원,15,35,9,13,8,6,5,3,10,13,14,17,충파 치명타 발생 증가,충파 치명타 발생 증폭,섬유 판매 할증,중독 충파,충파 공격력 증가,충파 치명타 추가 피해,오염 해소,고립 시 충파 공격력 증폭,피격 시 충파 방어력 증폭,충파 치명타 추가 저항,,,충파: 실명 유발,충파: 화재 유발,
C,조르즈 알바르스,교역,잡화상,7,3,9,5,13,17,15,11,36,11,16,10,포격 방어력 증가,잡화 거래 전문,기호품 거래 우대,탐험 물자 절약,수리 회복량 증가,잡화 구매 할인,치명적인 충파,잡화 판매 할증,잡화 거래 달인,이동 억제 포격,,,포격: 섬광탄,백병: 실명 유발,
C,조반니 라무시오,모험,지리학자,3,8,7,5,35,14,11,12,14,14,12,17,방어력 증가,가면을 쓴 약탈자,염료 거래 우대,이동 봉쇄 포격,채집의 달인,부지런한 탐험가,백병 명중 증가,친절한 이방인,채집의 명인,공격 시 백병 공격력 하락,,,충파: 실명 유발,공격력 감소,
C,조반니 베세리스,모험,조범수,8,3,7,5,16,33,12,11,11,16,13,14,방어력 증가,장애물 탐지,식료품 거래 우대,결벽증,암초 해소,능숙한 노 젓기,진귀한 탐험,식인상어 해소,전투적인 채집,무기류 거래 달인,,,공격력 감소,회피 증가,
C,조셉 이스트먼,모험,고고학자,5,9,7,3,37,13,16,10,15,12,17,10,백병 방어력 증가,재력 지향,귀마개 착용,공격 시 백병 치명률 하강,해양 생태 연구,명성 지향,치명적인 백병,낚시의 대가,노련한 탐험가,공격 시 포격 공격력 하락,,,충파: 연막 유발,공격력 증가,
C,주앙 드카스트루,모험,조범수,8,3,7,5,16,34,12,11,11,16,13,14,방어력 증가,장애물 탐지,잡화 거래 우대,욕구불만 해소,암초 해소,능숙한 노 젓기,진귀한 탐험,식인상어 해소,노련한 돛 조종,공예품 구매 달인,,,회피 감소,방어력 증가,
C,카리나 물티알라,교역,식품상,3,5,9,7,18,15,12,12,36,14,12,13,의술 회복량 증가,식료품 거래 전문,조미료 거래 우대,암초 해소,조미료 거래 전문,식료품 구매 할인,치명적인 충파,식료품 판매 할증,식료품 거래 달인,거래의 해결사,,,치명타 발생 증가,백병: 식량 약탈,
C,카밀로 사보나롤라,모험,탐험가,3,5,7,9,12,33,14,13,13,15,15,11,백병 치명타 발생 증가,진귀한 탐험,치명적인 백병,공격 시 백병 공격력 하강,채집의 달인,숙련된 탐험가,식량 약탈 백병,재력 추구,노련한 탐험가,광석 거래 달인,,,회피 증가,백병: 연막 유발,
C,카산드라 페델레,모험,통역가,5,9,6,3,15,31,13,11,16,11,14,13,충파 치명타 발생 증가,친절한 이방인,잡화 거래 우대,이동 봉쇄 충파,낚시꾼,해적 사냥,치명적인 포격,천해 인양 전문가,전투적인 관찰,시작 시 상태이상 추가 제거,,,회피 감소,회피 증가,
C,카타리나 코르네르,교역,방적상,6,9,5,3,13,16,15,10,12,32,14,13,충파 공격력 증가,직물 거래 전문,섬유 거래 우대,해초 해소,섬유 거래 전문,직물 구매 할인,치명적인 백병,직물 판매 할증,흥정의 기법,직물 거래 달인,,,명중 증가,회피 감소,
C,카타리나 헤노트,교역,가축상,5,3,7,9,16,11,14,16,36,13,14,11,백병 회피 증가,가축 거래 전문,가축 거래 우대,채집 공부,쥐 해소,가축 구매 할인,식량 약탈 백병,가축 판매 할증,가축 거래 달인,가축 구매 달인,,,공격력 증가,백병: 포탄 약탈,
C,케나우 하셀라르,교역,가공상,5,7,9,3,14,17,16,10,14,14,12,29,수리 회복량 증가,공예품 거래 전문,광석 거래 우대,화물 도난 해소,침수 해소,공예품 구매 할인,포격 치명타 발생 증가,공예품 판매 할증,공예품 거래 달인,공격 시 포격 방어력 하락,,,치명타 발생 증가,백병: 포탄 약탈,
C,콘라드,모험,조범수,8,3,7,5,16,34,12,12,11,17,13,13,방어력 증가,장애물 탐지,식료품 거래 우대,부패 해소,암초 해소,능숙한 노 젓기,오염 해소,불면증 해소,관찰 채집,공격 시 백병 방어력 하락,,,치명타 발생 증가,포격: 섬광탄,
C,쿠스라우 미르자,전투,전문의,15,10,33,13,5,3,9,7,14,16,11,13,의술 회복량 증가,포격 방어력 증폭,염료 거래 우대,피격 시 회피 증폭,의술 극대화 회복량 증가,포격 피해 반사,탐사의 기본,의술 회복량 증폭,백병 방어력 증폭 심화,의술 회복량 증폭 심화,,,의술: 대규모,포격: 섬광탄,
C,크리스티나 닐스도테르,교역,가공상,5,7,9,3,14,17,16,10,13,14,11,30,수리 회복량 증가,공예품 거래 전문,잡화 구매 할인,채집 공부,침수 해소,공예품 구매 할인,포격 명중 증가,공예품 판매 할증,공예품 거래 달인,포격 치명타 추가 저항,,,공격력 증가,수리: 소규모,
C,타네커 스코닝스,교역,염료상,3,5,7,9,16,11,14,15,36,10,16,12,백병 방어력 증가,염료 거래 전문,가축 거래 우대,무풍 해소,오염 해소,염료 구매 할인,식량 약탈 백병,염료 판매 할증,염료 거래 달인,매혹적인 제안,,,방어력 증가,백병: 포탄 약탈,
C,타라바이,전투,조타원,15,35,9,13,8,6,5,3,11,13,14,17,충파 치명타 발생 증가,충파 치명타 발생 증폭,식료품 거래 우대,공격 시 충파 방어력 하강,충파 공격력 증가,충파 치명타 추가 피해,채집 공부,이동 봉쇄 충파,공격 시 충파 방어력 하락,이동 억제 충파,,,충파: 실명 유발,치명타 발생 증가,
C,토다르 말,교역,잡화상,7,3,9,5,13,17,15,11,37,11,16,10,포격 방어력 증가,잡화 거래 전문,섬유 거래 우대,심해 튼튼한 로프,수리 회복량 증가,잡화 구매 할인,포격 명중 증가,잡화 판매 할증,잡화 거래 달인,포격 피해 무효,,,치명타 발생 증가,수리: 소규모,
C,트리폰 코로베이니코프,교역,투자가,9,3,7,5,15,11,13,16,16,11,12,31,포격 방어력 증가,무기류 거래 전문,공업품 거래 우대,향수병 해소,화물 도난 해소,무기류 구매 할인,치명적인 백병,무기류 판매 할증,다정한 협상,공격 시 충파 공격력 하락,,,명중 증가,충파: 연막 유발,
C,판필로 데나르바에스,전투,백병대,13,15,9,36,11,10,15,17,8,7,5,4,백병 치명타 발생 증가,백병 치명타 발생 증폭,무기류 거래 우대,고립 시 백병 공격력 증폭,백병 공격력 증가,백병 치명타 추가 피해,천해 튼튼한 로프,공격 시 백병 회피 하강,공격 시 백병 방어력 하락,백병 방어력 증폭 심화,,,백병: 싸움 유발,백병: 돛 손상 유발,
C,판필로 오리드,모험,위생사,7,3,9,5,12,15,14,33,17,10,13,14,포격 회피 증가,고양이 애호,공업품 거래 우대,공격 시 포격 명중 하강,쥐 해소,빗물 모으기,치명적인 포격,괴혈병 해소,채집 심화,공격 시 포격 공격력 하락,,,회피 감소,방어력 감소,
C,페드로 나바로,전투,조타수,15,35,9,13,13,9,16,15,6,5,3,9,충파 공격력 증가,충파 공격력 증폭,총포류 거래 우대,피격 시 충파 방어력 증가,충파 방어력 증가,충파 방어력 증폭,보물 사냥꾼,충파 봉쇄 충파,공격 시 충파 방어력 하락,이동 억제 충파,,,충파: 연막 유발,충파: 중독 유발,
C,페드로 데감보아,모험,고고학자,5,9,7,3,37,13,16,10,15,12,17,10,백병 방어력 증가,재력 지향,광석 거래 우대,중독 백병,해양 생태 연구,명성 지향,식량 약탈 백병,가면을 쓴 약탈자,노련한 탐험가,의술 회복량 증폭 심화,,,치명타 발생 감소,충파: 침수 유발,
C,페드로 데키로스,모험,항해장,5,3,9,7,16,13,37,10,11,12,17,14,포격 회피 증가,암초 해소,잡화 거래 우대,중독 포격,해초 해소,장애물 탐지,치명적인 포격,불면증 해소,해적 척결,공업품 거래 달인,,,백병: 실명 유발,충파: 중독 유발,
C,페르낭 고메스 다미나,교역,광물상,7,9,5,3,11,13,17,14,14,14,36,10,충파 방어력 증가,광석 거래 전문,염료 거래 우대,탐사의 기본,치명적인 충파,광석 구매 할인,식량 약탈 백병,광석 판매 할증,광석 거래 달인,피격 시 방어력 증폭 심화,,,명중 증가,공격력 감소,
C,프란시스코 데헤레스,모험,지리학자,3,9,7,5,36,14,12,12,13,14,11,16,방어력 증가,가면을 쓴 약탈자,가축 거래 우대,행동 전 명중 증폭,채집의 달인,부지런한 탐험가,충파 치명타 발생 증가,낚시의 대가,채집의 명인,주류 거래 달인,,,방어력 감소,충파: 연막 유발,
C,프란시스코 하비에르,모험,상담사,5,7,9,3,12,13,16,32,15,16,13,10,백병 회피 증가,싸움 해소,광석 거래 우대,저체온증 해소,향수병 해소,심리 상담,진귀한 탐험,화재 해소,꼼꼼한 탐험가,이동 억제 포격,,,백병: 중독 유발,충파: 구속 유발,
C,프란시스쿠 알바레스,전투,함포수,36,13,9,15,6,3,8,6,12,15,16,11,포격 공격력 증가,포격 공격력 증폭,섬유 거래 우대,중독 포격,포격 방어력 증가,포격 방어력 증폭,채집 공부,공격 시 포격 방어력 하강,피격 시 포격 방어력 증폭,무기류 거래 달인,,,포격: 섬광탄,공격력 증가,
C,프란체스카 카치니,모험,예술학자,5,3,7,9,36,11,16,12,15,12,11,17,백병 방어력 증가,재력 추구,이동 방해 포격,중독 백병,낚시꾼,명성 추구,식량 약탈 백병,가면을 쓴 약탈자,해적 척결,의술 회복량 증폭 심화,듣고 싶은 음악,경건한 마음,포격: 연막 유발,방어력 증가,포격: 혼돈 유발
C,피터르 벤후크,전투,수리공,15,13,34,10,11,13,15,17,8,7,5,3,수리 극대화 발생 증가,포격 공격력 증폭,잡화 거래 우대,피격 시 백병 방어력 증가,수리 회복량 증가,기술 봉쇄 포격,화물 도난 해소,고립 시 포격 공격력 증폭,수리 회복량 증폭 심화,포격 치명타 추가 저항,,,의술: 대규모,치명타 발생 감소,
C,하바 카툰,모험,위생사,7,3,9,5,12,14,14,33,18,9,14,14,포격 회피 증가,고양이 애호,광석 거래 우대,공격 시 포격 회피 하강,쥐 해소,빗물 모으기,포격 치명타 발생 증가,화물 점검,채집 우선 전투,행동 전 공방 위력 증폭 심화,,,공격력 감소,의술: 단일 대상,
C,한스 슈타덴,모험,지리학자,3,9,7,5,37,15,12,11,13,14,11,16,방어력 증가,가면을 쓴 약탈자,포격 봉쇄 포격,행동 전 명중 증폭,채집의 달인,부지런한 탐험가,백병 명중 증가,천해 인양 전문가,채집의 명인,백병 치명타 추가 저항,,,백병: 침수 유발,포격: 연막 유발,
